ticker,name,ISIN,申万行业分类,申万行业代码,中信行业分类,中信行业代码,上证50,沪深300,中证500,市值,申万一级名称,申万二级名称
600597.SH,光明乳业,CNE000001C99,食品饮料-食品加工-乳品,6112000000000000-1000004584000000-1000004616000000,食品饮料--饮料--乳制品,b10j000000000000-b10j020000000000-1000034798000000,否,否,是,182.4486388,食品饮料,食品加工
600598.SH,北大荒,CNE0000019Z9,农林牧渔-种植业-粮食种植,6101000000000000-6101060000000000-6101060200000000,农林牧渔--种植业--种植,b10k000000000000-b10k010000000000-1000034801000000,否,否,是,300.9612086,农林牧渔,种植业
600599.SH,*ST熊猫,CNE0000018S6,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,综合金融--多领域控股Ⅱ--多领域控股Ⅲ,1000034812000000-1000034816000000-1000034817000000,否,否,否,9.379,非银金融,多元金融Ⅱ
600600.SH,青岛啤酒,CNE0000009Y3,食品饮料-饮料制造-啤酒,6112000000000000-6112030000000000-6112030200000000,食品饮料--酒类--啤酒,b10j000000000000-b10j010000000000-1000034796000000,否,否,否,1199.525932,食品饮料,饮料制造
600601.SH,方正科技,CNE0000001S2,电子-元件Ⅱ-印制电路板,6108000000000000-6108030000000000-1000004606000000,计算机--计算机设备--通用计算机设备,b10r000000000000-b10r010000000000-b10r010100000000,否,否,否,88.2346264,电子,元件Ⅱ
600602.SH,云赛智联,CNE0000001T0,计算机-计算机应用-软件开发,1000012601000000-6122020000000000-1000012602000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,86.43696236,计算机,计算机应用
600603.SH,广汇物流,CNE0000002P6,综合-综合Ⅱ-综合Ⅲ,6123000000000000-6123010000000000-6123010100000000,房地产--房地产开发和运营--非住宅物业开发和运营,b10n000000000000-b10n010000000000-b10n010200000000,否,否,否,60.08588329,综合,综合Ⅱ
600604.SH,市北高新,CNE000000362,房地产-园区开发Ⅱ-园区开发Ⅲ,6118000000000000-6118020000000000-6118020100000000,房地产--房地产开发和运营--园区综合开发,b10n000000000000-b10n010000000000-b10n010300000000,否,否,否,135.0652764,房地产,园区开发Ⅱ
600605.SH,汇通能源,CNE000000370,商业贸易-贸易Ⅱ-贸易Ⅲ,6120000000000000-6120020000000000-6120020100000000,商贸零售--贸易Ⅱ--贸易Ⅲ,b10e000000000000-b10e020000000000-b10e020100000000,否,否,否,18.21179157,商业贸易,贸易Ⅱ
600606.SH,绿地控股,CNE000000388,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,是,否,766.5937263,房地产,房地产开发Ⅱ
600608.SH,ST沪科,CNE0000003B4,商业贸易-贸易Ⅱ-贸易Ⅲ,6120000000000000-6120020000000000-6120020100000000,钢铁--其他钢铁--贸易流通,b105000000000000-b105020000000000-b105020300000000,否,否,否,14.10815582,商业贸易,贸易Ⅱ
600609.SH,金杯汽车,CNE0000004N7,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--商用车--客车,b10d000000000000-b10d020000000000-b10d020200000000,否,否,否,75.26291203,汽车,汽车零部件Ⅱ
600610.SH,ST毅达,CNE000000503,建筑装饰-园林工程Ⅱ-园林工程Ⅲ,6106020000000000-1000012551000000-1000012553000000,建筑--建筑施工--园林工程,b107000000000000-b107010000000000-1000034719000000,否,否,否,42.3153469,建筑装饰,园林工程Ⅱ
600611.SH,大众交通,CNE000000511,交通运输-公交Ⅱ-公交Ⅲ,6117000000000000-6117020000000000-6117020100000000,交通运输--公路铁路--公交,b10o000000000000-b10o010000000000-1000034813000000,否,否,否,86.52689682,交通运输,公交Ⅱ
600612.SH,老凤祥,CNE000000537,轻工制造-家用轻工-珠宝首饰,6114000000000000-6114020000000000-1000004626000000,商贸零售--专营连锁--珠宝首饰及钟表,b10e000000000000-1000034765000000-1000034767000000,否,否,否,250.6780325,轻工制造,家用轻工
600613.SH,神奇制药,CNE000000453,医药生物-化学制药-化学制剂,6115000000000000-6115010000000000-6115010200000000,医药--中药生产--中成药,b10i000000000000-b10i020000000000-b10i020200000000,否,否,否,27.71831749,医药生物,化学制药
600614.SH,*ST鹏起,CNE000000552,有色金属-金属非金属新材料-金属新材料Ⅲ,6105000000000000-6105010000000000-6105010100000000,有色金属--稀有金属--其他稀有金属,b103000000000000-b103030000000000-1000034694000000,否,否,否,12.97052581,有色金属,金属非金属新材料
600615.SH,丰华股份,CNE0000005B9,有色金属-金属非金属新材料-金属新材料Ⅲ,6105000000000000-6105010000000000-6105010100000000,有色金属--工业金属--铝,b103000000000000-b103020000000000-b103020500000000,否,否,否,15.15445294,有色金属,金属非金属新材料
600616.SH,金枫酒业,CNE0000005G8,食品饮料-饮料制造-黄酒,6112000000000000-6112030000000000-6112030600000000,食品饮料--酒类--其他酒,b10j000000000000-b10j010000000000-1000034797000000,否,否,否,46.96414749,食品饮料,饮料制造
600617.SH,国新能源,CNE0000005L8,公用事业-燃气Ⅱ-燃气Ⅲ,6116000000000000-6116030000000000-6116030100000000,电力及公用事业--环保及公用事业--燃气,b104000000000000-b104020000000000-b104020300000000,否,否,否,48.5929334,公用事业,燃气Ⅱ
600618.SH,氯碱化工,CNE0000005Z8,化工-化学原料-氯碱,6103000000000000-6103030000000000-6103030200000000,基础化工--化学原料--氯碱,b106000000000000-b106030000000000-b106030200000000,否,否,否,91.93379809,化工,化学原料
600619.SH,海立股份,CNE000000602,家用电器-白色家电-家电零部件,6111000000000000-6111010000000000-6111010500000000,家电--照明电工及其他--其他家电,b10g000000000000-b10g040000000000-b10g040200000000,否,否,否,65.09922879,家用电器,白色家电
600620.SH,天宸股份,CNE000000610,综合-综合Ⅱ-综合Ⅲ,6123000000000000-6123010000000000-6123010100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,48.27340104,综合,综合Ⅱ
600621.SH,华鑫股份,CNE0000006D3,非银金融-证券Ⅱ-证券Ⅲ,1000012613000000-6119030000000000-6119030100000000,非银行金融--证券Ⅱ--证券Ⅲ,b10m000000000000-b10m010000000000-b10m010100000000,否,否,否,192.9775812,非银金融,证券Ⅱ
600622.SH,光大嘉宝,CNE0000006F8,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--非住宅物业开发和运营,b10n000000000000-b10n010000000000-b10n010200000000,否,否,否,57.28798236,房地产,房地产开发Ⅱ
600623.SH,华谊集团,CNE0000006G6,化工-化学制品-其他化学制品,6103000000000000-6103040000000000-6103040900000000,基础化工--农用化工--氮肥,b106000000000000-b106010000000000-b106010100000000,否,否,是,129.0546916,化工,化学制品
600624.SH,复旦复华,CNE0000006S1,综合-综合Ⅱ-综合Ⅲ,6123000000000000-6123010000000000-6123010100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,61.00784009,综合,综合Ⅱ
600626.SH,申达股份,CNE0000003R0,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,37.07467225,汽车,汽车零部件Ⅱ
600628.SH,新世界,CNE0000006X1,商业贸易-一般零售-百货,6120000000000000-1000012591000000-1000012592000000,商贸零售--一般零售--百货,b10e000000000000-b10e010000000000-b10e010100000000,否,否,否,56.01940825,商业贸易,一般零售
600629.SH,华建集团,CNE000000784,建筑装饰-房屋建设Ⅱ-房屋建设Ⅲ,6106020000000000-1000004601000000-1000012549000000,建筑--建筑设计及服务Ⅱ--建筑设计及服务Ⅲ,b107000000000000-1000034721000000-1000034722000000,否,否,否,43.13926205,建筑装饰,房屋建设Ⅱ
600630.SH,龙头股份,CNE000000792,纺织服装-服装家纺-其他服装,6113000000000000-6113020000000000-1000004625000000,纺织服装--纺织制造--其他纺织,b10h000000000000-1000009979000000-1000009984000000,否,否,否,26.59633597,纺织服装,服装家纺
600633.SH,浙数文化,CNE0000007X9,传媒-互联网传媒-移动互联网服务,6122010000000000-1000012608000000-1000012609000000,传媒--媒体--出版,b10s000000000000-b10s010000000000-b10s010100000000,否,否,是,118.2146949,传媒,互联网传媒
600634.SH,*ST富控,CNE0000003Z3,传媒-互联网传媒-移动互联网服务,6122010000000000-1000012608000000-1000012609000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,4.72100306,传媒,互联网传媒
600635.SH,大众公用,CNE0000007Y7,公用事业-燃气Ⅱ-燃气Ⅲ,6116000000000000-6116030000000000-6116030100000000,电力及公用事业--环保及公用事业--燃气,b104000000000000-b104020000000000-b104020300000000,否,否,否,126.3642041,公用事业,燃气Ⅱ
600636.SH,国新文化,CNE0000004Y4,传媒-文化传媒-其他文化传媒,6122010000000000-1000012604000000-1000012606000000,消费者服务--教育--教育信息化及在线教育,b10f000000000000-1000034776000000-1000034781000000,否,否,否,60.2470921,传媒,文化传媒
600637.SH,东方明珠,CNE0000004Z1,传媒-文化传媒-有线电视网络,6122010000000000-1000012604000000-6122040400000000,传媒--媒体--广播电视,b10s000000000000-b10s010000000000-b10s010200000000,否,是,否,323.6946191,传媒,文化传媒
600638.SH,新黄浦,CNE0000005M6,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--园区综合开发,b10n000000000000-b10n010000000000-b10n010300000000,否,否,否,43.70345141,房地产,房地产开发Ⅱ
600639.SH,浦东金桥,CNE000000404,房地产-园区开发Ⅱ-园区开发Ⅲ,6118000000000000-6118020000000000-6118020100000000,房地产--房地产开发和运营--园区综合开发,b10n000000000000-b10n010000000000-b10n010300000000,否,否,是,140.3016116,房地产,园区开发Ⅱ
600640.SH,号百控股,CNE0000005N4,传媒-互联网传媒-移动互联网服务,6122010000000000-1000012608000000-1000012609000000,传媒--互联网媒体--互联网影视音频,b10s000000000000-1000034862000000-1000034865000000,否,否,是,114.5006458,传媒,互联网传媒
600641.SH,万业企业,CNE0000008P3,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,160.6449288,房地产,房地产开发Ⅱ
600642.SH,申能股份,CNE0000005Q7,公用事业-电力-火电,6116000000000000-6116010000000000-6116010100000000,电力及公用事业--发电及电网--火电,b104000000000000-b104010000000000-b104010100000000,否,否,是,275.5653495,公用事业,电力
600643.SH,爱建集团,CNE0000008S7,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,综合金融--多领域控股Ⅱ--多领域控股Ⅲ,1000034812000000-1000034816000000-1000034817000000,否,否,是,131.2135264,非银金融,多元金融Ⅱ
600644.SH,乐山电力,CNE0000008T5,公用事业-电力-水电,6116000000000000-6116010000000000-6116010200000000,电力及公用事业--发电及电网--电网,b104000000000000-b104010000000000-b104010400000000,否,否,否,29.61203625,公用事业,电力
600645.SH,中源协和,CNE000000545,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,医药--生物医药Ⅱ--生物医药Ⅲ,b10i000000000000-b10i030000000000-b10i030100000000,否,否,是,105.6208042,医药生物,生物制品Ⅱ
600647.SH,同达创业,CNE000000495,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,18.35303425,房地产,房地产开发Ⅱ
600648.SH,外高桥,CNE000000438,房地产-园区开发Ⅱ-园区开发Ⅲ,6118000000000000-6118020000000000-6118020100000000,房地产--房地产开发和运营--园区综合开发,b10n000000000000-b10n010000000000-b10n010300000000,否,否,是,164.625623,房地产,园区开发Ⅱ
600649.SH,城投控股,CNE0000005R5,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,是,138.8737023,房地产,房地产开发Ⅱ
600650.SH,锦江投资,CNE0000004M9,交通运输-公交Ⅱ-公交Ⅲ,6117000000000000-6117020000000000-6117020100000000,交通运输--公路铁路--公交,b10o000000000000-b10o010000000000-1000034813000000,否,否,否,49.53458761,交通运输,公交Ⅱ
600651.SH,*ST飞乐,CNE0000001V6,电子-光学光电子-LED,6108000000000000-6108040000000000-1000004608000000,家电--照明电工及其他--照明电工,b10g000000000000-b10g040000000000-b10g040100000000,否,否,否,88.74879173,电子,光学光电子
600652.SH,ST游久,CNE0000001W4,传媒-互联网传媒-移动互联网服务,6122010000000000-1000012608000000-1000012609000000,传媒--文化娱乐--游戏,b10s000000000000-1000034857000000-1000034860000000,否,否,否,17.81985486,传媒,互联网传媒
600653.SH,申华控股,CNE0000001X2,汽车-汽车服务Ⅱ-汽车服务Ⅲ,1000012588000000-6109020100000000-1000012589000000,汽车--汽车销售及服务Ⅱ--汽车销售及服务Ⅲ,b10d000000000000-b10d040000000000-b10d040100000000,否,否,否,39.12224437,汽车,汽车服务Ⅱ
600654.SH,ST中安,CNE0000001Y0,计算机-计算机应用-软件开发,1000012601000000-6122020000000000-1000012602000000,计算机--计算机设备--专用计算机设备,b10r000000000000-b10r010000000000-b10r010200000000,否,否,否,23.22267996,计算机,计算机应用
600655.SH,豫园股份,CNE000000594,商业贸易-专业零售-专业连锁,6120000000000000-1000012595000000-6120010200000000,商贸零售--专营连锁--珠宝首饰及钟表,b10e000000000000-1000034765000000-1000034767000000,否,是,否,347.1847627,商业贸易,专业零售
600657.SH,信达地产,CNE000000966,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,是,127.1937853,房地产,房地产开发Ⅱ
600658.SH,电子城,CNE000000974,房地产-园区开发Ⅱ-园区开发Ⅲ,6118000000000000-6118020000000000-6118020100000000,房地产--房地产开发和运营--园区综合开发,b10n000000000000-b10n010000000000-b10n010300000000,否,否,否,64.98979111,房地产,园区开发Ⅱ
600660.SH,福耀玻璃,CNE000000230,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,是,否,1007.711663,汽车,汽车零部件Ⅱ
600661.SH,昂立教育,CNE0000005P9,传媒-文化传媒-其他文化传媒,6122010000000000-1000012604000000-1000012606000000,消费者服务--教育--K12培训,b10f000000000000-1000034776000000-1000034779000000,否,否,否,42.95366962,传媒,文化传媒
600662.SH,强生控股,CNE0000002W2,交通运输-公交Ⅱ-公交Ⅲ,6117000000000000-6117020000000000-6117020100000000,交通运输--公路铁路--公交,b10o000000000000-b10o010000000000-1000034813000000,否,否,否,90.06246733,交通运输,公交Ⅱ
600663.SH,陆家嘴,CNE0000009S5,房地产-园区开发Ⅱ-园区开发Ⅲ,6118000000000000-6118020000000000-6118020100000000,房地产--房地产开发和运营--园区综合开发,b10n000000000000-b10n010000000000-b10n010300000000,否,否,否,461.9156069,房地产,园区开发Ⅱ
600664.SH,哈药股份,CNE0000009T3,医药生物-化学制药-化学制剂,6115000000000000-6115010000000000-6115010200000000,医药--化学制药--化学制剂,b10i000000000000-b10i010000000000-b10i010200000000,否,否,是,81.72882188,医药生物,化学制药
600665.SH,天地源,CNE0000009W7,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,29.89863923,房地产,房地产开发Ⅱ
600666.SH,ST瑞德,CNE0000003S8,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,机械--专用机械--其他专用机械,b10a000000000000-b10a020000000000-b10a020300000000,否,否,否,16.81436949,电子,光学光电子
600667.SH,太极实业,CNE000000B00,电子-半导体-集成电路,6108000000000000-6108010000000000-6108010100000000,电子--半导体--集成电路,b10p000000000000-b10p010000000000-1000034825000000,否,否,是,224.941111,电子,半导体
600668.SH,尖峰集团,CNE000000B18,建筑材料-水泥制造Ⅱ-水泥制造Ⅲ,6106010000000000-6106010200000000-1000012546000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,51.68139097,建筑材料,水泥制造Ⅱ
600671.SH,*ST目药,CNE000000BF3,医药生物-中药Ⅱ-中药Ⅲ,6115000000000000-6115050000000000-6115050100000000,医药--中药生产--中成药,b10i000000000000-b10i020000000000-b10i020200000000,否,否,否,11.4350373,医药生物,中药Ⅱ
600673.SH,东阳光,CNE000000BL1,医药生物-化学制药-化学制剂,6115000000000000-6115010000000000-6115010200000000,有色金属--工业金属--铝,b103000000000000-b103020000000000-b103020500000000,否,否,是,166.6685184,医药生物,化学制药
600674.SH,川投能源,CNE000000BQ0,公用事业-电力-水电,6116000000000000-6116010000000000-6116010200000000,电力及公用事业--发电及电网--水电,b104000000000000-b104010000000000-b104010200000000,否,是,否,461.7849326,公用事业,电力
600675.SH,中华企业,CNE000000B42,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,是,230.4339125,房地产,房地产开发Ⅱ
600676.SH,交运股份,CNE000000B59,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,否,否,52.96738662,汽车,汽车零部件Ⅱ
600677.SH,*ST航通,CNE000000BS6,国防军工-航天装备Ⅱ-航天装备Ⅲ,1000012579000000-1000012581000000-1000012582000000,国防军工--航空航天--航天军工,b10c000000000000-b10c010000000000-b10c010200000000,否,否,否,15.70593017,国防军工,航天装备Ⅱ
600678.SH,四川金顶,CNE000000BZ1,建筑材料-其他建材Ⅱ-其他建材Ⅲ,6106010000000000-6106010400000000-1000012548000000,建材--结构材料--水泥,b108000000000000-1000034723000000-1000034724000000,否,否,否,23.068239,建筑材料,其他建材Ⅱ
600679.SH,上海凤凰,CNE000000B26,汽车-其他交运设备Ⅱ-其他交运设备Ⅲ,1000012588000000-1000004612000000-1000012590000000,轻工制造--其他轻工Ⅱ--其他轻工Ⅲ,b109000000000000-1000034741000000-1000034742000000,否,否,否,61.73753836,汽车,其他交运设备Ⅱ
600681.SH,百川能源,CNE0000003J7,公用事业-燃气Ⅱ-燃气Ⅲ,6116000000000000-6116030000000000-6116030100000000,电力及公用事业--环保及公用事业--燃气,b104000000000000-b104020000000000-b104020300000000,否,否,否,74.4454,公用事业,燃气Ⅱ
600682.SH,南京新百,CNE000000CX4,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,商贸零售--一般零售--百货,b10e000000000000-b10e010000000000-b10e010100000000,否,否,否,144.843827,医药生物,生物制品Ⅱ
600683.SH,京投发展,CNE000000BR8,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,32.07566995,房地产,房地产开发Ⅱ
600684.SH,珠江实业,CNE000000BN7,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,29.2737028,房地产,房地产开发Ⅱ
600685.SH,中船防务,CNE000000BP2,国防军工-船舶制造Ⅱ-船舶制造Ⅲ,1000012579000000-6109010500000000-1000012587000000,国防军工--其他军工Ⅱ--其他军工Ⅲ,b10c000000000000-b10c030000000000-b10c030100000000,否,否,否,371.4694761,国防军工,船舶制造Ⅱ
600686.SH,金龙汽车,CNE000000479,汽车-汽车整车-商用载客车,1000012588000000-6109040000000000-6109040300000000,汽车--商用车--客车,b10d000000000000-b10d020000000000-b10d020200000000,否,否,否,55.42776533,汽车,汽车整车
600687.SH,*ST刚泰,CNE000000487,有色金属-黄金Ⅱ-黄金Ⅲ,6105000000000000-6105020500000000-1000012540000000,有色金属--贵金属--黄金,b103000000000000-b103010000000000-b103010100000000,否,否,否,13.84505233,有色金属,黄金Ⅱ
600688.SH,上海石化,CNE000000BB2,化工-石油化工-石油加工,6103000000000000-6103050000000000-6103050100000000,石油石化--石油化工--炼油,b101000000000000-b101020000000000-b101020100000000,否,否,否,387.4925233,化工,石油化工
600689.SH,上海三毛,CNE000000B67,纺织服装-纺织制造-毛纺,6113000000000000-6113010000000000-6113010100000000,纺织服装--纺织制造--棉纺制品,b10h000000000000-1000009979000000-1000009981000000,否,否,否,15.59692822,纺织服装,纺织制造
600690.SH,海尔智家,CNE000000CG9,家用电器-白色家电-冰箱,6111000000000000-6111010000000000-6111010100000000,家电--白色家电Ⅱ--白色家电Ⅲ,b10g000000000000-b10g010000000000-b10g010100000000,是,是,否,1798.853516,家用电器,白色家电
600691.SH,阳煤化工,CNE000000DR4,化工-化学制品-氮肥,6103000000000000-6103040000000000-6103040100000000,基础化工--农用化工--氮肥,b106000000000000-b106010000000000-b106010100000000,否,否,否,54.17238851,化工,化学制品
600692.SH,亚通股份,CNE000000BH9,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,23.32195744,房地产,房地产开发Ⅱ
600693.SH,东百集团,CNE000000CN5,商业贸易-一般零售-百货,6120000000000000-1000012591000000-1000012592000000,商贸零售--一般零售--百货,b10e000000000000-b10e010000000000-b10e010100000000,否,否,否,41.04907206,商业贸易,一般零售
600694.SH,大商股份,CNE000000DW4,商业贸易-一般零售-多业态零售,6120000000000000-1000012591000000-1000012594000000,商贸零售--一般零售--综合业态,b10e000000000000-b10e010000000000-1000034764000000,否,否,是,68.58330548,商业贸易,一般零售
600695.SH,绿庭投资,CNE000000BD8,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,综合金融--多领域控股Ⅱ--多领域控股Ⅲ,1000034812000000-1000034816000000-1000034817000000,否,否,否,47.57473749,非银金融,多元金融Ⅱ
600696.SH,ST岩石,CNE000000CP0,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,27.92819749,非银金融,多元金融Ⅱ
600697.SH,欧亚集团,CNE000000F71,商业贸易-一般零售-多业态零售,6120000000000000-1000012591000000-1000012594000000,商贸零售--一般零售--综合业态,b10e000000000000-b10e010000000000-1000034764000000,否,否,否,23.70412318,商业贸易,一般零售
600698.SH,ST天雁,CNE000000CT2,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,否,否,24.16210773,汽车,汽车零部件Ⅱ
600699.SH,均胜电子,CNE000000DJ1,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,否,是,339.2849868,汽车,汽车零部件Ⅱ
600701.SH,*ST工新,CNE000000K74,计算机-计算机应用-软件开发,1000012601000000-6122020000000000-1000012602000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,12.10640205,计算机,计算机应用
600702.SH,ST舍得,CNE000000K90,食品饮料-饮料制造-白酒,6112000000000000-6112030000000000-6112030100000000,食品饮料--酒类--白酒,b10j000000000000-b10j010000000000-b10j010100000000,否,否,否,211.792833,食品饮料,饮料制造
600703.SH,三安光电,CNE000000KB3,电子-光学光电子-LED,6108000000000000-6108040000000000-1000004608000000,电子--光学光电--LED,b10p000000000000-1000034831000000-1000034833000000,是,是,否,1236.298201,电子,光学光电子
600704.SH,物产中大,CNE000000KF4,交通运输-物流Ⅱ-物流Ⅲ,6117000000000000-6117080000000000-6117080100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,是,235.3914649,交通运输,物流Ⅱ
600705.SH,中航资本,CNE000000KC1,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,非银行金融--多元金融--其他非银金融,b10m000000000000-b10m030000000000-b10m030200000000,否,是,否,407.6428405,非银金融,多元金融Ⅱ
600706.SH,曲江文旅,CNE000000KD9,休闲服务-旅游综合Ⅱ-旅游综合Ⅲ,6121000000000000-6121040000000000-6121040100000000,消费者服务--旅游及休闲--景区,b10f000000000000-b10f010000000000-b10f010100000000,否,否,否,16.32820004,休闲服务,旅游综合Ⅱ
600707.SH,彩虹股份,CNE000000KG2,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,电子--光学光电--面板,b10p000000000000-1000034831000000-1000034834000000,否,否,是,191.6200117,电子,光学光电子
600708.SH,光明地产,CNE000000KH0,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,60.17319206,房地产,房地产开发Ⅱ
600710.SH,苏美达,CNE000000KL2,商业贸易-贸易Ⅱ-贸易Ⅲ,6120000000000000-6120020000000000-6120020100000000,商贸零售--贸易Ⅱ--贸易Ⅲ,b10e000000000000-b10e020000000000-b10e020100000000,否,否,否,71.74054393,商业贸易,贸易Ⅱ
600711.SH,盛屯矿业,CNE000000KN8,有色金属-稀有金属-其他稀有小金属,6105000000000000-1000012541000000-1000012545000000,电力设备及新能源--新能源动力系统--电池综合服务,b10b000000000000-1000034759000000-1000034763000000,否,否,否,149.0514744,有色金属,稀有金属
600712.SH,南宁百货,CNE000000KP3,商业贸易-一般零售-百货,6120000000000000-1000012591000000-1000012592000000,商贸零售--一般零售--百货,b10e000000000000-b10e010000000000-b10e010100000000,否,否,否,27.28723354,商业贸易,一般零售
600713.SH,南京医药,CNE000000KV1,医药生物-医药商业Ⅱ-医药商业Ⅲ,6115000000000000-6115040000000000-6115040100000000,医药--其他医药医疗--医药流通,b10i000000000000-b10i040000000000-b10i040100000000,否,否,否,47.08082823,医药生物,医药商业Ⅱ
600714.SH,金瑞矿业,CNE000000K66,化工-化学原料-无机盐,6103000000000000-6103030000000000-6103030300000000,基础化工--化学原料--无机盐,b106000000000000-b106030000000000-b106030300000000,否,否,否,16.77185909,化工,化学原料
600715.SH,文投控股,CNE000000KY5,传媒-文化传媒-影视动漫,6122010000000000-1000012604000000-6122010200000000,传媒--文化娱乐--影视,b10s000000000000-1000034857000000-1000034858000000,否,否,否,49.3391031,传媒,文化传媒
600716.SH,凤凰股份,CNE000000L32,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,37.34881754,房地产,房地产开发Ⅱ
